;study;condition_arm1;condition_arm2;multi_arm1;multi_arm2;outcome_type;instrument;rating;construct;time_weeks;time;mean_arm1;sd_arm1;n_arm1;mean_arm2;sd_arm2;n_arm2;mean_change_arm1;mean_change_arm2;sd_change_arm1;sd_change_arm2;n_change_arm1;n_change_arm2;dich_paper;event_arm1;event_arm2;totaln_arm1;totaln_arm2;precalc_g;precalc_g_se;precalc_log_rr;precalc_log_rr_se;other_stat;baseline_m_arm1;baseline_sd_arm1;baseline_n_arm1;baseline_m_arm2;baseline_sd_arm2;baseline_n_arm2;rand_arm1;rand_arm2;attr_arm1;attr_arm2;rand_ratio;year;sg;ac;ba;itt;rob;full_ref;format;clinical_interview_diagnosis;clinical_diagnosis_interview;cbt;guided;.id;.g;.g_se;.log_rr;.log_rr_se;.event_arm1;.event_arm2;.totaln_arm1;.totaln_arm2
198;Linardon, 2024;dbt;wl;;;msd;edeq obe;self-report;obe frequency;4,0;post;12,35;12,15;149,0;18,02;14,24;287,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Linardon, J., Anderson, C., McClure, Z., Liu, C., Messer, M., Jarman, H. K., & Fuller-Tyszkiewicz, M. (2024). A dialectical behavior therapy skills training smartphone app for recurrent binge eating: a randomized clinical trial. Psychological Medicine, 54(16), 4646-4657.;app;no;;no;no;Linardon_2024_msd_edeqobe_post_4_self-report_dbt_wl_NA_NA;0,417310396560094;0,101961430764011;;;;;;
199;Linardon, 2024;dbt;wl;;;msd;edeq sc;self-report;shape concern;4,0;post;3,81;1,42;149,0;4,48;1,29;287,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Linardon, J., Anderson, C., McClure, Z., Liu, C., Messer, M., Jarman, H. K., & Fuller-Tyszkiewicz, M. (2024). A dialectical behavior therapy skills training smartphone app for recurrent binge eating: a randomized clinical trial. Psychological Medicine, 54(16), 4646-4657.;app;no;;no;no;Linardon_2024_msd_edeqsc_post_4_self-report_dbt_wl_NA_NA;0,500722003800945;0,102392639850399;;;;;;
200;Linardon, 2024;dbt;wl;;;msd;edeq wc;self-report;weight concern;4,0;post;3,49;1,34;149,0;4,05;1,19;287,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Linardon, J., Anderson, C., McClure, Z., Liu, C., Messer, M., Jarman, H. K., & Fuller-Tyszkiewicz, M. (2024). A dialectical behavior therapy skills training smartphone app for recurrent binge eating: a randomized clinical trial. Psychological Medicine, 54(16), 4646-4657.;app;no;;no;no;Linardon_2024_msd_edeqwc_post_4_self-report_dbt_wl_NA_NA;0,449676155119432;0,102119658307548;;;;;;
201;Melisse, 2023;cbt;wl;;;abstinence;zero OBEs;interview;binge abstinence;12,0;post;;;;;;;;;;;;;;43,0;9,0;90,0;90,0;;;;;;;;;;;;;;;;;;1;1;1;1;low;Melisse, B., Berg, E. V. D., Jonge, M. D., Blankers, M., Furth, E. V., Dekker, J., & Beurs, E. D. (2023). Efficacy of web-based, guided self-help cognitive behavioral therapy–enhanced for binge eating disorder: randomized controlled trial. Journal of Medical Internet Research, 25, e40472.;web;yes;bed;yes;yes;Melisse_2023_abstinence_zeroOBEs_post_12_interview_cbt_wl_NA_NA;1,15744963240543;0,225970338087035;1,56397553835734;0,334880132050824;43,0;9,0;90,0;90,0
202;Melisse, 2023;cbt;wl;;;msd;ede r;interview;restraint;12,0;post;0,7;0,9;90,0;1,6;1,2;90,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;low;Melisse, B., Berg, E. V. D., Jonge, M. D., Blankers, M., Furth, E. V., Dekker, J., & Beurs, E. D. (2023). Efficacy of web-based, guided self-help cognitive behavioral therapy–enhanced for binge eating disorder: randomized controlled trial. Journal of Medical Internet Research, 25, e40472.;web;yes;bed;yes;yes;Melisse_2023_msd_eder_post_12_interview_cbt_wl_NA_NA;0,844947849924179;0,15563490039905;;;;;;
203;Melisse, 2023;cbt;wl;;;msd;ede ec;interview;eating concerns;12,0;post;1,1;1,0;90,0;2,3;1,3;90,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;low;Melisse, B., Berg, E. V. D., Jonge, M. D., Blankers, M., Furth, E. V., Dekker, J., & Beurs, E. D. (2023). Efficacy of web-based, guided self-help cognitive behavioral therapy–enhanced for binge eating disorder: randomized controlled trial. Journal of Medical Internet Research, 25, e40472.;web;yes;bed;yes;yes;Melisse_2023_msd_edeec_post_12_interview_cbt_wl_NA_NA;1,03034759291116;0,158733109077437;;;;;;
204;Melisse, 2023;cbt;wl;;;msd;ede;interview;ed psychopathology;12,0;post;1,7;0,9;90,0;2,8;0,9;90,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;low;Melisse, B., Berg, E. V. D., Jonge, M. D., Blankers, M., Furth, E. V., Dekker, J., & Beurs, E. D. (2023). Efficacy of web-based, guided self-help cognitive behavioral therapy–enhanced for binge eating disorder: randomized controlled trial. Journal of Medical Internet Research, 25, e40472.;web;yes;bed;yes;yes;Melisse_2023_msd_ede_post_12_interview_cbt_wl_NA_NA;1,21706516643225;0,162393787173287;;;;;;
205;Melisse, 2023;cbt;wl;;;msd;cia;self-report;impairment;12,0;post;12,0;8,8;90,0;21,5;8,6;90,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;low;Melisse, B., Berg, E. V. D., Jonge, M. D., Blankers, M., Furth, E. V., Dekker, J., & Beurs, E. D. (2023). Efficacy of web-based, guided self-help cognitive behavioral therapy–enhanced for binge eating disorder: randomized controlled trial. Journal of Medical Internet Research, 25, e40472.;web;yes;bed;yes;yes;Melisse_2023_msd_cia_post_12_self-report_cbt_wl_NA_NA;1,08727480021578;0,159793322039389;;;;;;
206;Melisse, 2023;cbt;wl;;;msd;ede obe;interview;obe frequency;12,0;post;2,6;5,2;90,0;13,1;13,8;90,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;low;Melisse, B., Berg, E. V. D., Jonge, M. D., Blankers, M., Furth, E. V., Dekker, J., & Beurs, E. D. (2023). Efficacy of web-based, guided self-help cognitive behavioral therapy–enhanced for binge eating disorder: randomized controlled trial. Journal of Medical Internet Research, 25, e40472.;web;yes;bed;yes;yes;Melisse_2023_msd_edeobe_post_12_interview_cbt_wl_NA_NA;1,00267062497747;0,158235815007359;;;;;;
207;Melisse, 2023;cbt;wl;;;msd;ede sc;interview;shape concern;12,0;post;2,5;1,2;90,0;3,8;1,1;90,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;low;Melisse, B., Berg, E. V. D., Jonge, M. D., Blankers, M., Furth, E. V., Dekker, J., & Beurs, E. D. (2023). Efficacy of web-based, guided self-help cognitive behavioral therapy–enhanced for binge eating disorder: randomized controlled trial. Journal of Medical Internet Research, 25, e40472.;web;yes;bed;yes;yes;Melisse_2023_msd_edesc_post_12_interview_cbt_wl_NA_NA;1,1246025660735;0,160515417207898;;;;;;
208;Melisse, 2023;cbt;wl;;;msd;ede wc;interview;weight concern;12,0;post;2,5;1,2;90,0;3,5;1,1;90,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;low;Melisse, B., Berg, E. V. D., Jonge, M. D., Blankers, M., Furth, E. V., Dekker, J., & Beurs, E. D. (2023). Efficacy of web-based, guided self-help cognitive behavioral therapy–enhanced for binge eating disorder: randomized controlled trial. Journal of Medical Internet Research, 25, e40472.;web;yes;bed;yes;yes;Melisse_2023_msd_edewc_post_12_interview_cbt_wl_NA_NA;0,865078896979615;0,155944407661584;;;;;;
209;Messer, 2024;cbt;wl;;;abstinence;zero OBEs;self-report;binge abstinence;4,0;post;;;;;;;;;;;;;;3,0;1,0;99,0;102,0;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_abstinence_zeroOBEs_post_4_self-report_cbt_wl_NA_NA;0,631297670618946;0,641451916877923;1,12846525181779;1,14604903981623;3,0;1,0;99,0;102,0
210;Messer, 2024;cbt;wl;;;msd;gad2;self-report;anxiety;4,0;post;3,0;1,93;61,0;2,88;1,86;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_gad2_post_4_self-report_cbt_wl_NA_NA;-0,063037357752787;0,17462295703148;;;;;;
211;Messer, 2024;cbt;wl;;;msd;bsq;self-report;body dissatisfaction;4,0;post;25,41;7,52;63,0;31,73;7,6;74,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_bsq_post_4_self-report_cbt_wl_NA_NA;0,830956102710852;0,178703237167863;;;;;;
212;Messer, 2024;cbt;wl;;;msd;phq4;self-report;depression;4,0;post;2,45;1,91;61,0;3,33;1,96;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_phq4_post_4_self-report_cbt_wl_NA_NA;0,451665256341427;0,176804112002897;;;;;;
213;Messer, 2024;cbt;wl;;;msd;edeq r;self-report;restraint;4,0;post;2,15;1,32;62,0;3,1;1,42;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeqr_post_4_self-report_cbt_wl_NA_NA;0,687275510145085;0,178912913743187;;;;;;
214;Messer, 2024;cbt;wl;;;msd;edeq ec;self-report;eating concerns;4,0;post;2,33;1,41;62,0;3,13;1,49;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeqec_post_4_self-report_cbt_wl_NA_NA;0,547315241921188;0,177066974609452;;;;;;
215;Messer, 2024;cbt;wl;;;msd;edeq;self-report;ed psychopathology;4,0;post;2,81;1,32;62,0;3,67;1,18;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeq_post_4_self-report_cbt_wl_NA_NA;0,685618070998563;0,17888872868199;;;;;;
216;Messer, 2024;cbt;wl;;;msd;phq4 pd;self-report;psychiatric distress;4,0;post;5,46;3,54;61,0;6,23;3,52;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_phq4pd_post_4_self-report_cbt_wl_NA_NA;0,216915845991296;0,175094994868982;;;;;;
217;Messer, 2024;cbt;wl;;;msd;edeq obe;self-report;obe frequency;4,0;post;8,63;8,85;63,0;12,7;9,49;74,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeqobe_post_4_self-report_cbt_wl_NA_NA;0,439852373643585;0,173495103250892;;;;;;
218;Messer, 2024;cbt;wl;;;msd;edeq sc;self-report;shape concern;4,0;post;3,55;1,6;62,0;4,48;1,22;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeqsc_post_4_self-report_cbt_wl_NA_NA;0,65590830253466;0,178464582340072;;;;;;
219;Messer, 2024;cbt;wl;;;msd;edeq wc;self-report;weight concern;4,0;post;3,19;1,55;62,0;3,97;1,23;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeqwc_post_4_self-report_cbt_wl_NA_NA;0,558649593314919;0,177201536008422;;;;;;
220;Messer, 2024;cbt;wl;;;msd;gad2;self-report;anxiety;8,0;fu;2,67;2,11;34,0;3,22;1,98;50,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_gad2_fu_8_self-report_cbt_wl_NA_NA;0,268012418663617;0,223265050188736;;;;;;
221;Messer, 2024;cbt;wl;;;msd;bsq;self-report;body dissatisfaction;8,0;fu;23,4;7,61;35,0;30,69;8,25;51,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_bsq_fu_8_self-report_cbt_wl_NA_NA;0,903414241469715;0,230240123604019;;;;;;
222;Messer, 2024;cbt;wl;;;msd;phq4;self-report;depression;8,0;fu;1,79;1,83;34,0;2,78;1,79;50,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_phq4_fu_8_self-report_cbt_wl_NA_NA;0,54308228136483;0,226274195531993;;;;;;
223;Messer, 2024;cbt;wl;;;msd;edeq r;self-report;restraint;8,0;fu;1,95;1,5;34,0;2,58;1,25;50,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeqr_fu_8_self-report_cbt_wl_NA_NA;0,460284196053533;0,225158403728804;;;;;;
224;Messer, 2024;cbt;wl;;;msd;edeq ec;self-report;eating concerns;8,0;fu;2,13;1,42;34,0;2,84;1,29;50,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeqec_fu_8_self-report_cbt_wl_NA_NA;0,523493447605032;0,225994103772018;;;;;;
225;Messer, 2024;cbt;wl;;;msd;edeq;self-report;ed psychopathology;8,0;fu;2,59;1,45;34,0;3,36;1,15;50,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeq_fu_8_self-report_cbt_wl_NA_NA;0,596407263048353;0,227086825968594;;;;;;
226;Messer, 2024;cbt;wl;;;msd;phq4 pd;self-report;psychiatric distress;8,0;fu;4,47;3,59;34,0;6,0;3,4;50,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_phq4pd_fu_8_self-report_cbt_wl_NA_NA;0,435908262651785;0,22486408050609;;;;;;
227;Messer, 2024;cbt;wl;;;msd;edeq obe;self-report;obe frequency;8,0;fu;7,97;10,14;35,0;9,1;6,89;51,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeqobe_fu_8_self-report_cbt_wl_NA_NA;0,133971329672324;0,219739656789679;;;;;;
228;Messer, 2024;cbt;wl;;;msd;edeq sc;self-report;shape concern;8,0;fu;3,26;1,78;34,0;4,25;1,37;50,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeqsc_fu_8_self-report_cbt_wl_NA_NA;0,633621848840115;0,227697092683768;;;;;;
229;Messer, 2024;cbt;wl;;;msd;edeq wc;self-report;weight concern;8,0;fu;3,02;1,66;34,0;3,76;1,29;50,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Fuller‐Tyszkiewicz, M., Liu, C., Anderson, C., & Linardon, J. (2024). A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating. International Journal of Eating Disorders, 57(8), 1668-1679.;web;no;;yes;no;Messer_2024_msd_edeqwc_fu_8_self-report_cbt_wl_NA_NA;0,505559115500762;0,22574640153072;;;;;;
230;Messer, 2025;cbt;wl;;;msd;ed15 comp;self-report;compensatory behavior;2,0;post;1,29;3,47;55,0;3,04;8,64;74,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Liu, C., Fuller‐Tyszkiewicz, M., Anderson, C., Tylka, T. L., & Linardon, J. (2025). Acceptability and Efficacy of a Web‐Based, Intuitive Eating‐Focused Single Session Intervention for Recurrent Binge Eating: A Randomized Controlled Trial. International Journal of Eating Disorders, 58(8), 1547-1557.;web;no;;yes;no;Messer_2025_msd_ed15comp_post_2_self-report_cbt_wl_NA_NA;0,251021408297948;0,178724591051773;;;;;;
231;Messer, 2025;cbt;wl;;;msd;ed15 r;self-report;restraint;2,0;post;3,02;5,79;55,0;5,05;6,61;74,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Liu, C., Fuller‐Tyszkiewicz, M., Anderson, C., Tylka, T. L., & Linardon, J. (2025). Acceptability and Efficacy of a Web‐Based, Intuitive Eating‐Focused Single Session Intervention for Recurrent Binge Eating: A Randomized Controlled Trial. International Journal of Eating Disorders, 58(8), 1547-1557.;web;no;;yes;no;Messer_2025_msd_ed15r_post_2_self-report_cbt_wl_NA_NA;0,321620028919629;0,179167650337497;;;;;;
232;Messer, 2025;cbt;wl;;;msd;ed15;self-report;ed psychopathology;2,0;post;3,0;1,19;55,0;3,89;1,16;74,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Liu, C., Fuller‐Tyszkiewicz, M., Anderson, C., Tylka, T. L., & Linardon, J. (2025). Acceptability and Efficacy of a Web‐Based, Intuitive Eating‐Focused Single Session Intervention for Recurrent Binge Eating: A Randomized Controlled Trial. International Journal of Eating Disorders, 58(8), 1547-1557.;web;no;;yes;no;Messer_2025_msd_ed15_post_2_self-report_cbt_wl_NA_NA;0,754345370036236;0,184193474762171;;;;;;
233;Messer, 2025;cbt;wl;;;msd;ed15 pbe;self-report;obe frequency;2,0;post;3,91;5,25;55,0;5,49;5,4;74,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Messer, M., Liu, C., Fuller‐Tyszkiewicz, M., Anderson, C., Tylka, T. L., & Linardon, J. (2025). Acceptability and Efficacy of a Web‐Based, Intuitive Eating‐Focused Single Session Intervention for Recurrent Binge Eating: A Randomized Controlled Trial. International Journal of Eating Disorders, 58(8), 1547-1557.;web;no;;yes;no;Messer_2025_msd_ed15pbe_post_2_self-report_cbt_wl_NA_NA;0,294309288132995;0,178983431843116;;;;;;
234;O'Brien, 2024;cbt;wl;;;msd;edeq;self-report;ed psychopathology;4,0;post;58,29;9,48;7,0;67,0;12,27;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;?;sr;0;high;O’Brien, A., Anderson, R., Mazzucchelli, T. G., Ure, S., & Egan, S. J. (2024). A pilot feasibility and acceptability trial of an internet indicated prevention program for perfectionism to reduce eating disorder symptoms in adolescents. Eating and Weight Disorders-Studies on Anorexia, Bulimia and Obesity, 29(1), 27.;web;no;;yes;no;O'Brien_2024_msd_edeq_post_4_self-report_cbt_wl_NA_NA;0,729471322100663;0,477528265878908;;;;;;
235;O'Brien, 2024;cbt;wl;;;msd;rcads-a;self-report;anxiety;4,0;post;59,14;8,57;7,0;65,36;15,1;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;?;sr;0;high;O’Brien, A., Anderson, R., Mazzucchelli, T. G., Ure, S., & Egan, S. J. (2024). A pilot feasibility and acceptability trial of an internet indicated prevention program for perfectionism to reduce eating disorder symptoms in adolescents. Eating and Weight Disorders-Studies on Anorexia, Bulimia and Obesity, 29(1), 27.;web;no;;yes;no;O'Brien_2024_msd_rcads-a_post_4_self-report_cbt_wl_NA_NA;0,44605935630629;0,468429369766954;;;;;;
236;O'Brien, 2024;cbt;wl;;;msd;rcads-d;self-report;depression;4,0;post;1,84;0,57;7,0;3,1;1,3;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;?;sr;0;high;O’Brien, A., Anderson, R., Mazzucchelli, T. G., Ure, S., & Egan, S. J. (2024). A pilot feasibility and acceptability trial of an internet indicated prevention program for perfectionism to reduce eating disorder symptoms in adolescents. Eating and Weight Disorders-Studies on Anorexia, Bulimia and Obesity, 29(1), 27.;web;no;;yes;no;O'Brien_2024_msd_rcads-d_post_4_self-report_cbt_wl_NA_NA;1,07806125473692;0,494278819143806;;;;;;
237;Pruessner, 2024;cbt;wl;;;msd;gad7;self-report;anxiety;12,0;post;7,42;4,48;60,0;8,79;4,73;67,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Pruessner, L., Timm, C., Barnow, S., Rubel, J. A., Lalk, C., & Hartmann, S. (2024). Effectiveness of a web-based cognitive behavioral self-help intervention for binge eating disorder: a randomized clinical trial. JAMA Network Open, 7(5), e2411127.;web;yes;bed;yes;yes;Pruessner_2024_msd_gad7_post_12_self-report_cbt_wl_NA_NA;0,295157242938022;0,178715373705535;;;;;;
238;Pruessner, 2024;cbt;wl;;;msd;phq9;self-report;depression;12,0;post;9,92;4,73;60,0;11,48;4,61;67,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Pruessner, L., Timm, C., Barnow, S., Rubel, J. A., Lalk, C., & Hartmann, S. (2024). Effectiveness of a web-based cognitive behavioral self-help intervention for binge eating disorder: a randomized clinical trial. JAMA Network Open, 7(5), e2411127.;web;yes;bed;yes;yes;Pruessner_2024_msd_phq9_post_12_self-report_cbt_wl_NA_NA;0,332250504676109;0,17897463764188;;;;;;
239;Pruessner, 2024;cbt;wl;;;msd;edeq;self-report;ed psychopathology;12,0;post;2,54;1,3;60,0;3,23;1,12;67,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Pruessner, L., Timm, C., Barnow, S., Rubel, J. A., Lalk, C., & Hartmann, S. (2024). Effectiveness of a web-based cognitive behavioral self-help intervention for binge eating disorder: a randomized clinical trial. JAMA Network Open, 7(5), e2411127.;web;yes;bed;yes;yes;Pruessner_2024_msd_edeq_post_12_self-report_cbt_wl_NA_NA;0,567614286404731;0,181317067799291;;;;;;
240;Pruessner, 2024;cbt;wl;;;msd;cia;self-report;impairment;12,0;post;20,78;12,06;60,0;25,1;11,43;67,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Pruessner, L., Timm, C., Barnow, S., Rubel, J. A., Lalk, C., & Hartmann, S. (2024). Effectiveness of a web-based cognitive behavioral self-help intervention for binge eating disorder: a randomized clinical trial. JAMA Network Open, 7(5), e2411127.;web;yes;bed;yes;yes;Pruessner_2024_msd_cia_post_12_self-report_cbt_wl_NA_NA;0,366023105948945;0,179236971596949;;;;;;
241;Pruessner, 2024;cbt;wl;;;msd;edeq obe;self-report;obe frequency;12,0;post;6,07;6,71;60,0;14,33;17,58;67,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Pruessner, L., Timm, C., Barnow, S., Rubel, J. A., Lalk, C., & Hartmann, S. (2024). Effectiveness of a web-based cognitive behavioral self-help intervention for binge eating disorder: a randomized clinical trial. JAMA Network Open, 7(5), e2411127.;web;yes;bed;yes;yes;Pruessner_2024_msd_edeqobe_post_12_self-report_cbt_wl_NA_NA;0,604563162611375;0,181792360442215;;;;;;
242;Pruessner, 2024;cbt;wl;;;msd;rse;self-report;self-esteem;12,0;post;19,13;7,31;60,0;16,9;6,69;67,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;sr;1;low;Pruessner, L., Timm, C., Barnow, S., Rubel, J. A., Lalk, C., & Hartmann, S. (2024). Effectiveness of a web-based cognitive behavioral self-help intervention for binge eating disorder: a randomized clinical trial. JAMA Network Open, 7(5), e2411127.;web;yes;bed;yes;yes;Pruessner_2024_msd_rse_post_12_self-report_cbt_wl_NA_NA;0,317132030382787;0,178865311563928;;;;;;
